name,street_address,city,state_abbr,zip,phone_no,status,expected_date,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,open_date,ev_connector_types
Grinders High Noon - Tesla,206 Choctaw St,Leavenworth,KS,66048,913-651-1000  877-798-3752,E,,Public,Tesla,39.3169425,-94.9111194,75229,P,,,2/1/16,TESLA
Von Trapp Brewing,1333 Luce Hill Rd,Stowe,VT,5672,888-758-4389,E,,Public,,44.4743511,-72.7363946,71370,P,,,11/1/15,J1772
HCA Corporate Headquarters,One Park Plaza,Nashville,TN,37203,,E,,Private,,36.1542263,-86.812603,46470,P,,,7/15/11,J1772
Spradley Barr Nissan,2102 S 15th St,Laramie,WY,82070,307-745-8921,E,,Private,,41.2956836,-105.5792565,73842,P,,,2/1/16,J1772
"Walgreens - Vancouver, Wa #5816",9812 NE Highway 99,Vancouver,WA,98665,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,45.692621,-122.657682,45018,,,,,J1772
Oaks Mall,350 West Hillcrest Drive,Thousand Oaks,CA,91306,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.184021,-118.887413,70946,,,,,J1772
CSM02,1812 Illinois Street,Golden,CO,80401,888-998-2546,E,,Private,GE WattStation,39.74801,-105.220082,73136,,,,,J1772
Ridgewood Corporate Square Building F,150 122nd Ave,Bellevue,WA,98007,888-998-2546,E,,Private,Blink Network,47.643997,-122.178731,52136,,,,,J1772
PILGRIM PARKING,350 Kendall St,Cambridge,MA,2142,888-758-4389,E,,Public,ChargePoint Network,42.3634446,-71.0819695,57685,,,,,J1772
"Walgreens - Salem, OR #9287",124 Lancaster Dr SE,Salem,OR,97301,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,44.9287241,-122.9833527,43754,,,,,J1772
CARCHARGING,2201 N Pershing Dr,Arlington,VA,22201,888-758-4389,E,,Public,ChargePoint Network,38.880926,-77.0863552,50412,,,,,J1772
LADWP - Scattergood Generating Facility,12700 Vista del Mar,Playa del Rey,CA,90293,,E,,Private - Government only,,33.918907,-118.424235,21609,LG,,,10/15/99,J1772
Petaluma Village Premium Outlets,2000 Petaluma Blvd. North,Petaluma,CA,94952,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.253652,-122.647842,43819,,,,,J1772
"Walgreens - Seattle, WA #3604",5409 15th Ave NW,Seattle,WA,98107,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,47.6680579,-122.3762063,69062,,,,,J1772
CONSUMERSENERGY,410 North Blue Star Highway,South Haven,MI,49090,888-758-4389,E,,Public,ChargePoint Network,42.4487305,-86.2580032,57045,,,,,NEMA520 J1772
Western Avenue Nissan,7410 S Western Ave,Chicago,IL,60636,773-776-8200,E,,Private,,41.7588594,-87.6831642,60988,P,,,2/1/14,J1772
IRVINE CO OFC,46 Discovery,Irvine,CA,92618,888-758-4389,E,,Public,ChargePoint Network,33.6651971,-117.7553888,69123,,,,,J1772
BOLD CITY,2670 Rosselle St,Jacksonville,FL,32204,888-758-4389,E,,Public,ChargePoint Network,30.3191232,-81.6954215,72052,,,,,J1772
Gurley Leep Nissan,5210 N Grape Rd,Mishawaka,IN,46545,574-277-5800,E,,Private,,41.7058092,-86.1874963,47160,P,,,1/31/12,J1772
CLAREMONT VOLKS,508-530 Auto Center Dr,Claremont,CA,91711,888-758-4389,E,,Public,ChargePoint Network,34.08015,-117.72435,63273,,,,,J1772
Sheraton Ann Arbor,3200 Boardwalk Dr,Ann Arbor,MI,48108,734-996-0600  877-798-3752,E,,Public,Tesla,42.2409149,-83.7359236,71700,P,,,12/1/15,TESLA J1772
The Gables Wine Country Inn - Tesla,4257 Petaluma Hill Rd,Santa Rosa,CA,95404,707-585-7777  877-798-3752,E,,Public,Tesla,38.3935452,-122.6930142,70407,P,,,6/1/15,TESLA
THE TOWER,3900 W Alameda Ave,Burbank,CA,91505,888-758-4389,E,,Public,ChargePoint Network,34.1529591,-118.3427648,68761,,,,,J1772
Sunny Isles Beach Goverment Center,18070 Collins Avenue,Sunny Isles Beach,FL,33160,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,25.9426796,-80.1220584,74306,,,,,J1772
MILWAUKEE,1720 N. Arlington Place,Milw,WI,53202,888-758-4389,E,,Public,ChargePoint Network,43.0534325,-87.8939743,72448,,,,,J1772
WALNUT CREEK,1390 Broadway,Walnut Creek,CA,94596,888-758-4389,E,,Public,ChargePoint Network,37.8979776,-122.0582092,58317,,,,,J1772
CLINTONELECTRIC,1850 York Rd,Lutherville-Timonium,MD,21093,888-758-4389,E,,Public,ChargePoint Network,39.4317529,-76.6243781,53420,,,,,J1772
SANTA MONICA VW,2440 Santa Monica Blv,Santa Monica,CA,90404,888-758-4389,E,,Public,ChargePoint Network,34.0319317,-118.4756326,73624,,,,,J1772
City of Boynton Beach - Boynton Beach Public Library,208 S Seacrest Blvd,Boynton Beach,FL,33435,561-742-6350,E,,Public,,26.5261679,-80.0640854,51737,LG,,,4/20/13,J1772
Galaxy FBO Hangar - Tesla,2971 Hawthorne Dr,Conroe,TX,77303,936-494-4252  877-798-3752,E,,Public,Tesla,30.3458045,-95.4110076,75145,P,,,2/1/16,TESLA
Water Street Parking - Charlottesville,200 E Water St,Charlottesville,VA,22902,434-977-1812,E,,Public,Greenlots,38.029459,-78.481252,65704,P,,,5/15/15,CHADEMO J1772COMBO
Allied Clean Fuels Plaza,231 Devlin Rd,Napa,CA,94558,707-252-5500,P,2/15/16,PLANNED - not yet accessible (Public),,38.236778,-122.264333,69026,P,,,,J1772 TESLA
Fort Lauderdale Nissan,1051 S. Federal Highway,Fort Lauderdale,FL,33316,877-455-3833,E,,Public - Card key at all times,eVgo Network,26.10955048,-80.13788605,71232,,,,,CHADEMO
BLUE_GREEN_PRKG,750 N San Vicente Blvd,West Hollywood,CA,90069,888-758-4389,E,,Public,ChargePoint Network,34.083477,-118.3835988,74295,,,,,J1772
HOLLAND BPW,46 West  8th Street,Holland,MI,49423,888-758-4389,E,,Public,ChargePoint Network,42.7902603,-86.109436,40445,,,,,NEMA520 J1772
"Walgreens - Indio, CA #9080",80925 US Highway 111,Indio,CA,92201,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,33.7068299,-116.252001,71534,,,,,J1772
AutoNation Nissan of Memphis,4140 Hacks Cross Rd,Memphis,TN,38125,901-759-6100,E,,Private,,35.035432,-89.794415,47837,P,,,3/15/11,J1772
Royal Palms Resort and Spa - Tesla,5200 E Camelback Rd,Phoenix,AZ,85018,602-840-3610  877-798-3752,E,,Public,Tesla,33.5043566,-111.9685838,72231,P,,,12/1/15,TESLA
KCP&L,12302 Metcalf Ave @ St Lukes Hospital -  South,Overland Park,KS,66213,888-758-4389,E,,Public,ChargePoint Network,38.9042159,-94.6703911,73507,,,,,J1772
Southern California Edison - Rosemead Office Building 1 ,2244 Walnut Grove Ave,Rosemead,CA,91770,,E,,Private,Greenlots,34.0532105,-118.0817627,1520,T,,,8/1/11,NEMA520 J1772
Fred Beans Nissan - Doylestown,4469 W Swamp Rd,Doylestown,PA,18901,215-345-6900,E,,Public - Call ahead,,40.3336364,-75.1384235,47749,P,,,1/31/12,J1772
THE M RESORT,12300 S Las Vegas Blvd,Henderson,NV,89044,888-758-4389,E,,Public,ChargePoint Network,35.9652931,-115.1683823,65385,,,,,J1772
MARTINEZ CA,525 Henrietta St,Martinez,CA,94553,888-758-4389,E,,Public,ChargePoint Network,38.0138817,-122.1348572,40402,,,,,NEMA520 J1772
Electric Avenue,121 SW Salmon St,Portland,OR,97204,503-464-8000,E,,Public,OpConnect,45.5160884,-122.6748937,73471,P,,,8/1/15,J1772 J1772COMBO
HY-VEE,1403 N Veterans Pkwy,Bloomington,IL,61704,888-758-4389,E,,Public,ChargePoint Network,40.4975365,-88.9507098,66284,,,,,J1772
Hilton Pensacola Beach - Tesla,12 Via De Luna Dr,Pensacola Beach,FL,32561,850-972-1700  877-798-3752,E,,Public,Tesla,30.3327728,-87.1371371,75055,P,,,4/1/16,TESLA
CCC,1515 Monrovia Ave,Newport Beach,CA,92663,888-758-4389,E,,Public,ChargePoint Network,33.6289287,-117.9371531,69179,,,,,J1772
JNS,6 E North Ave,Northlake,IL,60164,888-758-4389,E,,Public,ChargePoint Network,41.9077534,-87.9025133,41468,,,,,J1772
Milford Southbound Service Plaza - Tesla,I-95 S,Milford,CT,6460,877-798-3752,E,,Public,Tesla,41.24718,-73.009992,50813,P,,,12/1/12,TESLA
Coastal Nissan,8519 Ocean Hwy,Pawleys Island,SC,29585,843-979-3500,E,,Public - Call ahead,,33.426264,-79.157814,47092,P,,,1/31/12,J1772
"Walgreens - Renton, WA #4627",275 Rainer Ave S,Renton,WA,98056,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,47.4778301,-122.2162815,58374,,,,,J1772
"Carl's Jr - 6500 Irvine Center Dr., Irvine",6500 Irvine Center Drive,Irvine,CA,92618,888-998-2546,E,,Public,Blink Network,33.6700869,-117.7654369,61798,,,,,J1772
POMONA COLLEGE,169-299 Amherst Ave,Claremont,CA,91711,888-758-4389,E,,Public,ChargePoint Network,34.0959904,-117.7104786,65829,,,,,NEMA520 J1772
University of Cincinnati,321 Clifton Ct,Cincinnati,OH,45219,513-556-2283,E,,Public,,39.1343011,-84.5173081,73698,P,,,2/1/16,J1772
"Walgreens - Tigard, OR #5780",13939 SW Pacific Highway,Tigard,OR,97224,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,45.4192406,-122.7867139,42964,,,,,J1772
Zimbrick Nissan,5330 High Crossing Blvd,Madison,WI,53718,608-241-1122,E,,Public - Call ahead,,43.1406452,-89.2869851,49770,P,,,10/25/12,J1772
NRG eVgo - NRG Energy Center Phoenix,1 E Washington St,Phoenix,AZ,85004,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.27,-112.4,42243,P,,,11/23/11,J1772
KRAUS-ANDERSON,7931 Southtown Center,Minneapolis,MN,55431,888-758-4389,E,,Public,ChargePoint Network,44.8603668,-93.306572,41045,,,,,NEMA520 J1772
Caltrans District 12,3377 Michelson Dr,Irvine,CA,92612,,E,,Private,,33.6718063,-117.8401945,71897,SG,,,5/1/15,J1772
Providence Medical Group - Tanasbourne,18530 NW Cornell Road,Hillsboro,OR,97124,888-998-2546,E,,Public,Blink Network,45.533717,-122.868141,47723,,,,,J1772
SEARS - Store #1078 (East Mesa),6515 E Southern Ave,Mesa,AZ,85206,888-998-2546,E,,Public,Blink Network,33.392036,-111.693897,65367,,,,,CHADEMO
Swedish Medical Center Issaquah Campus,751 N.E. Blakely Drive,Issaquah,WA,98027,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,47.536237,-122.0220539,60019,,,,,J1772
Holiday Inn Express and Suites - Tesla,1117 Highway 332,Clute,TX,77531,979-266-8746  877-798-3752,E,,Public,Tesla,29.0109316,-95.4111084,75153,P,,,1/1/16,TESLA
Holiday Inn Express Smyrna,2565 Highwood Blvd,Smyrna,TN,37167,888-998-2546,E,,Public,Blink Network,35.971836,-86.570255,47856,,,,,J1772
RM,9366 S Colorado Blvd,Highlands Ranch,CO,80126,888-758-4389,E,,Public,ChargePoint Network,39.5454846,-104.9424915,74680,,,,,J1772
Agave Library,23550 N 36th Ave,Glendale,AZ,85310,888-998-2546,E,,Public,Blink Network,33.700467,-112.138862,63939,,,,,J1772
One Santa Fe,300 S. Santa Fe Ave.,Los Angeles,CA,90012,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.04499435,-118.2321091,69257,,,,,J1772
Boulder Nissan,2285 28th St,Boulder,CO,80301,303-443-8110,E,,Public - Call ahead,,40.0251947,-105.2587716,46522,P,,,1/31/12,J1772 CHADEMO
FOUR POINTS BY,1603 Powell St,Emeryville,CA,94608,888-758-4389,E,,Public,ChargePoint Network,37.8386726,-122.2936935,69210,,,,,NEMA520 J1772
The Phoenician,6000 E. Camelback Road,Scottsdale,AZ,85251,888-998-2546,E,,Private,Blink Network,33.501942,-111.95144,48816,,,,,J1772
Target Shopping Center,12076 Los Osos Valley Rd,San Luis Obispo,CA,93401,805-858-9902,E,,Public,,35.252287,-120.6862,48368,P,,,6/30/12,J1772
CITY OF MARINA,211 Cypress Ave,Marina,CA,93933,888-758-4389,E,,Public,ChargePoint Network,36.681275,-121.8041312,53376,,,,,NEMA520 J1772
Jenkins and Wynne Ford Lincoln Honda,328 College St,Clarksville,TN,37040,931-245-5260,E,,Public,,36.530287,-87.357145,53986,P,,,4/1/13,NEMA520 J1772
TEXAS HEALTH PL,6200 W Parker Rd,Plano,TX,75093,888-758-4389,E,,Public,ChargePoint Network,33.0442312,-96.8357411,53470,,,,,NEMA520 J1772
Danbury Fair,7 Backus Avenue,Danbury,CT,6810,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.38010788,-73.47898865,73207,,,,,J1772COMBO
Sage Kia of Downtown,1945 S Figueroa St,Los Angeles,CA,90007,855-900-7584,E,,Public,Greenlots,34.0332991,-118.2733091,68310,P,,,11/1/14,CHADEMO J1772COMBO
Peabody Place Garage 2,250 Peabody Place,Memphis,TN,38103,888-998-2546,E,,Public,Blink Network,35.14033,-90.050931,49467,,,,,J1772
3RD AVE PARKING,749-799 Railroad St,Holdrege,NE,68949,888-758-4389,E,,Public,ChargePoint Network,40.436606,-99.37044,71040,,,,,J1772
Monken Nissan - Centralia,1739 W McCord St,Centralia,IL,62801,618-545-5100,E,,Public - Call ahead,,38.533586,-89.174594,46803,P,,,1/31/12,J1772
Golf Mill Park - West Side Parking Lot,9101 North Greenwood Avenue,Niles,IL,60714,877-455-3833,E,,Public - Card key at all times,eVgo Network,42.0470314,-87.8392868,69439,,,,,CHADEMO
BLACK & VEATCH,6074-6460 W 115th St,Overland Park,KS,66211,888-758-4389,E,,Public,ChargePoint Network,38.9219788,-94.6544206,62904,,,,,J1772
RIDGE VINEYARDS,650 Lytton Springs Rd,Healdsburg,CA,95448,888-758-4389,E,,Public,ChargePoint Network,38.6593253,-122.8857755,63778,,,,,J1772
SUNY NEW PALTZ,Southside Loop,New Paltz,NY,12561,888-758-4389,E,,Public,ChargePoint Network,41.7411689,-74.0856093,64187,,,,,J1772
RIVERHEAD,1947 Old Country Road,Riverhead,NY,11901,888-758-4389,E,,Public,ChargePoint Network,40.9225167,-72.7092954,67108,,,,,J1772
CHANDLER,2777 S. Arizona Ave,Chandler,AZ,85286,888-758-4389,E,,Public,ChargePoint Network,33.2650191,-111.8391027,71919,,,,,J1772
City of Conway - Public Parking Lot,400 Laurel St,Conway,SC,29526,843-248-1730,E,,Public,,33.8369979,-79.0487328,45791,LG,,,2/1/12,J1772
Stanley Ford,8825 Mallard St,Juneau,AK,99801,907-523-8500,E,,Public,,58.3614,-134.577,64702,P,,,12/1/14,J1772
Walmart S2323,3250 Hudson Drive,Stow,OH,44224,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.16521072,-81.47911072,71570,,,,,J1772
Sudberry West Park,7777 Westside Drive,San Diego,CA,92108,877-455-3833,E,,Public - Card key at all times,eVgo Network,32.77604675,-117.1531448,70550,,,,,J1772
City of Tulare,3981 S K St,Tulare,CA,93274,559-685-2300,E,,Public,,36.1689423,-119.3364657,68406,P,,,4/1/15,J1772
North Branch Library,3020 N. Locust Street,Denton,TX,76209,888-998-2546,E,,Public,Blink Network,33.243534,-97.130996,52934,,,,,J1772
Simon - Woodfield Mall - West Entrance near Red Robin,5 Woodfield Mall,Schaumburg,IL,60173,877-455-3833,E,,Public - Card key at all times,eVgo Network,42.02475357,-88.02200317,70125,,,,,J1772COMBO
Hyatt Regency - Tesla,2301 SE 17th St,Fort Lauderdale,FL,33316,954-525-6666  877-798-3752,E,,Public,Tesla,26.1015528,-80.115303,75061,P,,,2/1/16,TESLA
Juniper Cupertino - Tesla,10050 S De Anza Blvd,Cupertino,CA,95014,408-253-8900  877-798-3752,E,,Public,Tesla,37.3215006,-122.0313947,74941,P,,,2/1/16,TESLA
Big Daddy's PIzza,1820 Parkway,Sevierville,TN,37862,888-998-2546,E,,Public,Blink Network,35.828707,-83.574955,41511,,,,,J1772
DC SOLAR,135 Mason Cir,Concord,CA,94520,888-758-4389,E,,Public,ChargePoint Network,38.0108112,-122.0379648,75298,,,,,J1772
LCPM,3800 N Lamar Blvd,Austin,TX,78705,888-758-4389,E,,Public,ChargePoint Network,30.3061884,-97.7434332,69890,,,,,J1772
Sacramento Natural Foods Co-Op,2815 S St,Sacramento,CA,95816,916-455-2667,E,,Public,,38.564078,-121.472785,70068,P,,,7/1/15,J1772
ATAHOUSING407,1734-1774 Mulford Ave,Bronx,NY,10461,888-758-4389,E,,Public,ChargePoint Network,40.8468211,-73.8346327,52016,,,,,J1772
RUTGERS,100 Brett Rd,Piscataway Township,NJ,8854,888-758-4389,E,,Public,ChargePoint Network,40.5223544,-74.4594318,67090,,,,,NEMA520 J1772
Santa Rosa Plaza,1071 Santa Rosa Plaza,Santa Rosa,CA,95401,888-998-2546,E,,Public,Blink Network,38.440728,-122.71786,67035,,,,,J1772
Woodland Joint Unified School District - Tafoya Elementary,720 Homestead Way,Woodland,CA,95776,530-666-4324,E,,Public,,38.671075,-121.739798,70590,P,,,9/1/15,J1772
Hyatt Regency - Tesla,9801 International Dr,Orlando,FL,32819,407-284-1234  877-798-3752,E,,Public,Tesla,28.4271917,-81.4670536,75060,P,,,3/1/16,TESLA
Apache Junction Multi-Generational Facility,1035 N. Idaho Road,Apache Junction,AZ,85119,888-998-2546,E,,Public,Blink Network,33.424161,-111.546109,50131,,,,,J1772
Walmart- Southeast Side of Parking Lot Near Store,13201 Ranch Road 620 N,Austin,TX,78717,877-455-3833,E,,Public - Card key at all times,eVgo Network,30.46793747,-97.78937531,69525,,,,,J1772COMBO
6300 STATION 1,6300 Romaine St,Los Angeles,CA,90038,888-758-4389,E,,Public,ChargePoint Network,34.088295,-118.329313,63272,,,,,J1772
Herman Story Winery - Tesla,1227 Paso Robles St,Paso Robles,CA,93446,805-237-2400  877-798-3752,E,,Public,Tesla,35.6273602,-120.6858778,74823,P,,,1/1/16,TESLA
Woodbury Common Premium Outlets,498 Red Apple Court,Central Valley,CA,10917,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.31654358,-74.12580872,72290,,,,,J1772COMBO
La Quinta Inn & Suites - Tesla,4610 De Soto St,San Diego,CA,92109,858-483-9800  877-798-3752,E,,Public,Tesla,32.807264,-117.21805,70323,P,,,7/1/15,TESLA
METRO NASHVILLE,840 Meridian St,Nashville,TN,37207,888-758-4389,E,,Public,ChargePoint Network,36.1866379,-86.7684631,49723,,,,,NEMA520 J1772
The Whiteface Lodge - Tesla,7 Whiteface Inn Ln,Lake Placid,NY,12946,518-523-0500  877-798-3752,E,,Public - Call ahead,Tesla,44.297006,-74.010588,74530,P,,,1/1/16,TESLA
Shults Ford Lincoln,10401 Perry Hwy,Wexford,PA,15090,724-934-2388,E,,Public - Call ahead,,40.6061288,-80.0514972,63640,P,,,8/1/14,J1772
Southern California Edison - General Office 4,8631 Rush St,Rosemead,CA,91770,,E,,Private,Greenlots,34.052178,-118.078675,66306,T,,,10/6/14,NEMA520 J1772
CARCHARGING,400 E 84TH ST,New York,NY,10028,888-758-4389,E,,Public,ChargePoint Network,40.7752032,-73.9502948,53448,,,,,J1772
Hotel Madera,1310 New Hampshire Ave.,Washington,DC,20036,888-998-2546,E,,Private,Blink Network,38.907699,-77.045671,48845,,,,,J1772
DRP LLC,8325 Six Forks Rd,Raleigh,NC,27615,888-758-4389,E,,Public,ChargePoint Network,35.8936233,-78.6499196,36365,,,,,NEMA520
Mountain View Nissan,2100 S Market St,Chattanooga,TN,37408,423-756-1500,E,,Private,,35.0301566,-85.3061785,47813,P,,,3/15/11,J1772
NRG eVgo - Walgreens Freedom Station,4515 Camp Bowie Blvd,Fort Worth,TX,76107,877-455-3833,E,,Public - Card key at all times,eVgo Network,32.73972,-97.38748,50408,P,,,11/15/12,J1772 CHADEMO
Westminster Mall,1025 Westminster Mall,Westminster,CA,92683,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.74782181,-118.0111847,69371,,,,,CHADEMO J1772COMBO
Providence Towers,5001 Spring Valley,Dallas,TX,75244,888-998-2546,E,,Public,Blink Network,32.9399677,-96.8235845,50890,,,,,J1772
PALO ALTO CA,250 Hamilton Ave,Palo Alto,CA,94301,888-758-4389,E,,Public,ChargePoint Network,37.4443593,-122.159902,41330,,,,,NEMA520 J1772
Oregon Health Sciences University,700 SW Campus Dr,Portland,OR,97239,503-494-8283,E,,Public,,45.4978552,-122.6858544,35556,P,,,2/1/10,NEMA520
Mountain Lakes Medical Center,196 Ridgecrest Circle,Clayton,GA,30525,888-998-2546,E,,Public,Blink Network,34.882267,-83.414783,60480,,,,,J1772
Applegate Inn - Tesla,279 W Park St,Lee,MA,1238,413- 243-4451  877-798-3752,E,,Public,Tesla,42.3031897,-73.2527952,72126,P,,,11/1/15,TESLA
MEISNER,1-99 Bourque's Way,Delray Beach,FL,33483,888-758-4389,E,,Public,ChargePoint Network,26.462777,-80.0702857,72586,,,,,J1772
Pismo Lighthouse Suites - Tesla,2411 Prince St,Pismo Beach,CA,93449,805-773-2411  877-798-3752,E,,Public,Tesla,35.1490066,-120.6512588,70354,P,,,6/1/15,TESLA
MAXIM IP,160 Rio Robles,San Jose,AL,95134,888-758-4389,E,,Public,ChargePoint Network,37.4046401,-121.9484735,69125,,,,,J1772
EC Goodwin Vocational Technical School,735 Slater St,New Britain,CT,6053,,E,,Private,,41.68646,-72.8054,50814,P,,,6/20/12,J1772
Eastside Big Tom,2023 4th Ave E,Olympia,WA,98501,360-357-4852,E,,Public,,47.0458549,-122.8719323,37663,P,,,1/15/08,NEMA520
FOUR40 PROPERTY,415 S Financial,Chicago,IL,60605,888-758-4389,E,,Public,ChargePoint Network,41.8765628,-87.6329998,72468,,,,,J1772
Autoserv Nissan of Tilton,40 E Main St,Tilton,NH,3276,603-286-3500,E,,Public - Call ahead,,43.4521423,-71.5724799,44315,P,,,11/30/11,J1772
Belmond El Encanto - Tesla,800 Alvarado Pl,Santa Barbara,CA,93103,805-845-5800  877-798-3752,E,,Public,Tesla,34.4388519,-119.7043733,68909,P,,,5/1/15,TESLA
Tishman Speyer,1 Bush Street,San Francisco,CA,94104,888-998-2546,E,,Private,Blink Network,37.79092,-122.400093,65110,,,,,J1772
North Beach Plantation - Tesla,100 N Beach Blvd,North Myrtle Beach,SC,29582,877-971-4747  877-798-3752,E,,Public,Tesla,33.7909779,-78.736438,74755,P,,,2/1/16,TESLA
Kwik Star #468,605 Gilbert St,Charles City,IA,50616,641-228-2340,E,,Public,,43.0636601,-92.6793501,42386,P,,,11/15/11,NEMA520
Lenox Square Mall,3393 Peachtree Road NE,Atlanta,GA,30326,888-998-2546,E,,Private,Blink Network,33.847848,-84.363602,54989,,,,,J1772
Brochsteins,11530 Main Street,Houston,TX,77025,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,29.662218,-95.442065,60629,,,,,J1772
MONOGRAM RES,6850 Mission Gorge Rd,San Diego,CA,92120,888-758-4389,E,,Public,ChargePoint Network,32.798196,-117.094153,69957,,,,,J1772
North Bend Premium Outlets,461 S Fork Ave SW,North Bend,WA,98045,877-455-3833,E,,Public - Card key at all times,eVgo Network,47.49132156,-121.7930832,70256,,,,,J1772COMBO
Landers McLarty Nissan,6520 University Dr NW,Huntsville,AL,35806,256-837-5752,E,,Private,,34.748964,-86.690858,46691,P,,,1/31/12,J1772
Camarillo,900 1/2 Camarillo Center Dr,Camarillo,CA,93010,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.21603394,-119.0577927,69373,,,,,CHADEMO J1772COMBO
PHIPPS GARAGE,3438 Peachtree Rd NE,Atlanta,GA,30326,888-758-4389,E,,Public,ChargePoint Network,33.8528843,-84.3642039,60855,,,,,J1772
Centralia Community College,600 Centralia College Blvd.,Centralia,WA,98531,888-998-2546,E,,Public,Blink Network,46.7153349,-122.96069,52859,,,,,J1772
MCGILL PARK 123,101 McGill Park Ave NE,Atlanta,GA,30312,888-758-4389,E,,Public,ChargePoint Network,33.7628356,-84.3768594,69172,,,,,J1772
OPALCO,469 Market St,Eastsound,WA,98245,888-758-4389,E,,Public,ChargePoint Network,48.6950989,-122.9040985,36388,,,,,NEMA520 J1772
Freedom Garage,11951 Freedom Drive,Reston,VA,20190,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.959055,-77.3592773,71467,,,,,J1772
Kevin's Auto,301 Traffic Ave N,Frederic,WI,54837,715-327-4900  877-798-3752,E,,Public - Call ahead,Tesla,45.6613563,-92.4685792,71306,P,,,10/1/15,TESLA J1772
TARGET CORP,74-5455 Makala Blvd,Kailua-Kona,HI,96740,888-758-4389,E,,Public,ChargePoint Network,19.647938,-156.00306,60051,,,,,J1772
Brookwood Marketplace,2625 Peachtree Pkwy,Suwanee,GA,30024,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.09693527,-84.17443085,74117,,,,,J1772
Ayres Suites - Tesla,1910 Frontage Rd,Corona,CA,92882,951-738-9113  877-798-3752,E,,Public,Tesla,33.8787683,-117.6045218,74767,P,,,2/1/16,TESLA
McLean County ,104 W Front St,Bloomington,IL,61701,812-349-3400,E,,Public,,40.478275,-88.993142,61466,LG,,,12/1/13,J1772
Karl Chevrolet,261 Elm St,New Canaan,CT,6840,203-966-9508,E,,Public - Call ahead,,41.14586,-73.4991,50815,P,,,2/1/11,J1772
USH PARKING,1070 Universal Studios Blvd,Universal City,CA,91602,888-758-4389,E,,Public,ChargePoint Network,34.1349367,-118.3512282,73300,,,,,J1772
Copper Cellar - Main Location,3001 Industrial Parkway,Knoxville,TN,37921,888-998-2546,E,,Public,Blink Network,35.977829,-83.96798,51547,,,,,J1772
COUNTY SONOMA,1351 Maple Avenue,Santa Rosa,CA,95404,888-758-4389,E,,Public,ChargePoint Network,38.4343407,-122.7011596,51068,,,,,NEMA520 J1772
NRG eVgo - Lincoln Oasis - Inbound,702 E Tri State Tollway,South Holland,IL,60068,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.579989,-87.598814,64593,P,,,11/17/14,CHADEMO
Deep River Library,150 Main St,Deep River,CT,6417,860-526-6039,E,,Public,,41.3865745,-72.4359069,48619,P,,,6/9/12,J1772 NEMA520
Fresh & Easy - Calimesa,1126 Calimesa Blvd.,Calimesa,CA,92320,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.99704742,-117.0597,69398,,,,,CHADEMO J1772COMBO
Lane Community College,4000 E 30th Ave,Eugene,OR,97405,,E,,Private,,44.0090953,-123.0340515,36371,LG,,,9/5/10,NEMA520 J1772
The Resort at Pelican Hill - Tesla,22701 S Pelican Hill Rd,Newport Beach,CA,92657,855-315-8214  877-798-3752,E,,Public,Tesla,33.5881027,-117.8439034,70413,P,,,6/1/15,TESLA
Heritage Ford,1600 Shelburne Rd,South Burlington,VT,5403,800-333-617,E,,Public - Call ahead,,44.4297107,-73.2101284,70947,P,,,10/1/15,J1772
Equity Office - 101 Metro,101 Metro Drive,San Jose,CA,95110,888-998-2546,E,,Private,Blink Network,37.369347,-121.916997,63763,,,,,J1772 CHADEMO
Cowles Nissan,14777 Jefferson Davis Hwy,Woodbridge,VA,22191,703-497-3000,E,,Private,,38.6293859,-77.273967,47868,P,,,1/31/12,J1772
LEVITON,N Service Rd,Syosset,NY,11791,888-758-4389,E,,Public,ChargePoint Network,40.798276,-73.5024086,63952,,,,,J1772
Arcata Technology Center - Public Parking,1385 8th St,Arcata,CA,95521,707-822-0597  855-900-7584,E,,Public,Greenlots,40.869023,-124.093435,72346,LG,,,3/15/16,J1772
Durham County - Justice Center Deck,247 S Magnum St,Durham,NC,27701,919-560-7999,E,,Public,,35.99289,-78.9014,47126,LG,,,3/1/12,J1772
